132;27112107; TENAZAS AJUSTABLES WIDEMOUTH;HERRAMIENTAS DE MANO
133;27112108; ALICATES. TENACILLA DE PUNTA DE AGUJA;HERRAMIENTAS DE MANO
134;27112109; HERRAMIENTAS MAGNETICAS;HERRAMIENTAS DE MANO
135;27112110; PINZAS DE ANILLO DE RETENCION;HERRAMIENTAS DE MANO
136;27112111; ALICATES DE LAGARTOS;HERRAMIENTAS DE MANO
137;27112112; PINZAS DE RANURA Y LENGÜETA;HERRAMIENTAS DE MANO
138;27112113; ALICATES DE ARTICULACION MOVIBLE O DE RANURA;HERRAMIENTAS DE MANO
139;27112114; PINZAS DE CORTE DE ANGULO;HERRAMIENTAS DE MANO
140;27112115; PINZAS CERRADOR;HERRAMIENTAS DE MANO
141;27112116; PINZAS DE CERCO;HERRAMIENTAS DE MANO
142;27112117; PINZAS CON CORTE ADELANTE;HERRAMIENTAS DE MANO
143;27112119; CAMBIADOR DE BOMBILLA DE LUZ;HERRAMIENTAS DE MANO
144;27112120; GRAPAS C;HERRAMIENTAS DE MANO
145;27112121; GRAPA DE ANGULO;HERRAMIENTAS DE MANO
146;27112122; ALICATES DE CHAPA METALICA;HERRAMIENTAS DE MANO
147;27112123; MORDAZA DE BANCO;HERRAMIENTAS DE MANO
148;27112124; EXTENSIBLES. EXTENSORES;HERRAMIENTAS DE MANO
149;27112125; ALICATES DE PUNTA REDONDA;HERRAMIENTAS DE MANO
150;27112126; ALICATES PLANOS;HERRAMIENTAS DE MANO
151;27112127; LLAVES DE CINTA;HERRAMIENTAS DE MANO
152;27112128; ALICATES DE PUNTA CURVADA;HERRAMIENTAS DE MANO
153;27112129; ABRAZADERAS DE MANGO REDONDO;HERRAMIENTAS DE MANO
154;27112130; ABRAZADERAS DE TRES GARRAS;HERRAMIENTAS DE MANO
155;27112131; ABRAZADERAS DE GRAN APERTURA DE GARRA;HERRAMIENTAS DE MANO
156;27112132; ABRAZADERAS DE FIJACION;HERRAMIENTAS DE MANO
157;27112133; ABRAZADERAS CON MANGO EN T;HERRAMIENTAS DE MANO
158;27112134; ALICATES DE PUNTA LARGA;HERRAMIENTAS DE MANO
159;27112135; TENAZAS AISLADAS;HERRAMIENTAS DE MANO
160;27112136; TENAZAS QUE NO PROVOCAN CHISPA;HERRAMIENTAS DE MANO
161;27112137; JUEGO DE TENAZAS;HERRAMIENTAS DE MANO
162;27112201; PALETAS;HERRAMIENTAS DE MANO
163;27112202; PALUSTRA;HERRAMIENTAS DE MANO
164;27112203; SIERRAS DE CANTEAR;HERRAMIENTAS DE MANO
165;27112205; VIBRADORES DE HORMIGON;HERRAMIENTAS DE MANO
166;27112301; HIERRO DE MARCAR;HERRAMIENTAS DE MANO
167;27112302; LEZNAS O PUNZONES;HERRAMIENTAS DE MANO
168;27112303; PUNZON DE TRAZAR;HERRAMIENTAS DE MANO
169;27112304; LINEAS DE MARCAR O LINEAS DE TIZA;HERRAMIENTAS DE MANO
170;27112305; MARCADORES O PORTADORES DE METAL;HERRAMIENTAS DE MANO
171;27112306; ESTAMPAS DE METAL;HERRAMIENTAS DE MANO
172;27112401; PISTOLAS DE GRAPAS;HERRAMIENTAS DE MANO
173;27112402; HERRAMIENTAS PARA REMACHAR O PONER REMACHES;HERRAMIENTAS DE MANO
174;27112403; COLOCADORES DE ABRAZADERAS;HERRAMIENTAS DE MANO
175;27112404; HERRAMIENTAS PARA PONER ANCLAS;HERRAMIENTAS DE MANO
176;27112405; CALENTADORES DE PERNOS;HERRAMIENTAS DE MANO
177;27112406; PISTOLAS DE ETIQUETADO O DE ROTULAR;HERRAMIENTAS DE MANO
178;27112407; DESPRENDEDOR DE ETIQUETA DE SEGURIDAD;HERRAMIENTAS DE MANO
179;27112501; HERRAMIENTAS CURVATUBOS;HERRAMIENTAS DE MANO
180;27112502; BARRA PALANCA. DE APALANCAR;HERRAMIENTAS DE MANO
181;27112503; MAQUINAS PARA CURVAR TUBOS O CONDUCTOS;HERRAMIENTAS DE MANO
182;27112504; CUÑAS;HERRAMIENTAS DE MANO
183;27112505; GANCHOS PARA EMPAQUETADURAS;HERRAMIENTAS DE MANO
184;27112506; MANCHAS DE IMPRESION;HERRAMIENTAS DE MANO
185;27112601; ESPATULAS PARA ENMASILLAR;HERRAMIENTAS DE MANO
186;27112602; CINCELES DE CALAFATEAR;HERRAMIENTAS DE MANO
187;27112603; HERRAMIENTAS DE INSERCION;HERRAMIENTAS DE MANO
188;27112701; FUELLES MECANICOS;HERRAMIENTAS DE MANO
189;27112702; PULIDORAS MECANICAS;HERRAMIENTAS DE MANO
190;27112703; TALADRADORAS MECANICAS;HERRAMIENTAS DE MANO
191;27112704; AMOLADORAS MECANICAS;HERRAMIENTAS DE MANO
192;27112705; MARTILLOS DE DEMOLICION;HERRAMIENTAS DE MANO
193;27112706; CEPILLOS MECANICOS;HERRAMIENTAS DE MANO
194;27112707; CUCHILLAS MECANICAS;HERRAMIENTAS DE MANO
195;27112708; LIJADORAS MECANICAS;HERRAMIENTAS DE MANO
196;27112709; SIERRAS MECANICAS;HERRAMIENTAS DE MANO
197;27112710; PISTOLAS DE TORNILLOS MECANICAS;HERRAMIENTAS DE MANO
198;27112711; PISTOLAS DE GRAPAS MECANICAS;HERRAMIENTAS DE MANO
199;27112712; RIBETEADORAS MECANICAS;HERRAMIENTAS DE MANO
200;27112713; APRIETATUERCAS NEUMATICO DE PERCUSION;HERRAMIENTAS DE MANO
201;27112714; PISTOLAS DE CALAFATEO MECANICAS;HERRAMIENTAS DE MANO
202;27112715; MARTILLOS CINCELADORES MECANICOS;HERRAMIENTAS DE MANO
203;27112716; PISTOLAS DE CLAVOS MECANICAS;HERRAMIENTAS DE MANO
204;27112717; PISTOLAS DE CALOR;HERRAMIENTAS DE MANO
205;27112718; GRABADORES;HERRAMIENTAS DE MANO
206;27112719; PISTOLA DE ENCOLAR;HERRAMIENTAS DE MANO
207;27112720; HERRAMIENTAS DE PAR DE TORSION;HERRAMIENTAS DE MANO
208;27112721; JUNTADOR DE CAPAS DE MATERIAL;HERRAMIENTAS DE MANO
209;27112801; BROCAS DE TALADRO;HERRAMIENTAS DE MANO
210;27112802; HOJAS DE SIERRA;HERRAMIENTAS DE MANO
211;27112803; FRESAS DE ESCARIAR CON MANGO;HERRAMIENTAS DE MANO
212;27112804; COJINETES O PUNZONES DE ESTAMPAR;HERRAMIENTAS DE MANO
213;27112805; COJINETES DE ROSCAR;HERRAMIENTAS DE MANO
214;27112806; MACHOS DE ROSCAR;HERRAMIENTAS DE MANO
215;27112807; TRENZAS;HERRAMIENTAS DE MANO
216;27112808; ANILLOS METALICOS;HERRAMIENTAS DE MANO
217;27112809; PORTAUTILES;HERRAMIENTAS DE MANO
218;27112810; EQUIPOS PARA REPARAR ROSCAS;HERRAMIENTAS DE MANO
219;27112811; ARBOLES;HERRAMIENTAS DE MANO
220;27112812; AVELLANADORES;HERRAMIENTAS DE MANO
221;27112813; VARA DE EXTENSION;HERRAMIENTAS DE MANO
222;27112814; BROCAS DE DESTORNILLADOR;HERRAMIENTAS DE MANO
223;27112815; BROCAS DE IMPULSORA DE TUERCA;HERRAMIENTAS DE MANO
224;27112818; SOMBRERETES O REVESTIMIENTOS DE MORDAZAS DE PRENSA;HERRAMIENTAS DE MANO
225;27112819; CUCHILLAS DE CORTE DE CUCHILLA DE ENCUADERNADOR;HERRAMIENTAS DE MANO
226;27112820; TROQUELES DE HERRAMIENTA ENGARZADORA DE LENGÜETAS;HERRAMIENTAS DE MANO
227;27112821; BROCAS DE BURILADORA. DE CINCEL;HERRAMIENTAS DE MANO
228;27112822; ADAPTADORES DE CUBO;HERRAMIENTAS DE MANO
229;27112823; CADENAS DE CORTE;HERRAMIENTAS DE MANO
230;27112824; PORTABROCAS;HERRAMIENTAS DE MANO
231;27112825; JUEGOS DE PLANTILLAS DE HERRAMIENTA;HERRAMIENTAS DE MANO
232;27112826; SIERRA DE CALAR;HERRAMIENTAS DE MANO
233;27112828; COPA DE IMPACTO;HERRAMIENTAS DE MANO
234;27112829; LLAVES PARA TUERCAS Y ACCESORIOS;HERRAMIENTAS DE MANO
235;27112830; ACCESORIOS PARA DESTORNILLADOR Y SUMINISTROS;HERRAMIENTAS DE MANO
236;27112831; ACCESORIOS PARA LLAVES Y SUMINISTROS;HERRAMIENTAS DE MANO
237;27112832; ACCESORIOS PARA LLAVES DE COPAS;HERRAMIENTAS DE MANO
238;27112901; PISTOLAS DE GRASA;HERRAMIENTAS DE MANO
239;27112902; CHIMENEAS INDUSTRIALES;HERRAMIENTAS DE MANO
240;27112903; ROCIADOR DE LA MANO;HERRAMIENTAS DE MANO
241;27112904; PISTOLA DE RESINA;HERRAMIENTAS DE MANO
242;27112905; LATA DE ACEITE;HERRAMIENTAS DE MANO
243;27112906; PISTOLAS DE CALAFATEADO;HERRAMIENTAS DE MANO
244;27112907; TRAVESAÑOS DE COLADA ANCHA;HERRAMIENTAS DE MANO
245;27112908; PISTOLA DE ACEITE;HERRAMIENTAS DE MANO
246;27113001; CEPILLOS DE RASGAR;HERRAMIENTAS DE MANO
247;27113002; CEPILLOS DE TUBO;HERRAMIENTAS DE MANO
248;27113003; CEPILLOS DE APLICAR;HERRAMIENTAS DE MANO
249;27113004; CEPILLOS DE EXTENSOR;HERRAMIENTAS DE MANO
250;27113101; CINTA PESCADORA;HERRAMIENTAS DE MANO
251;27113102; TIRADOR DE FUSIBLE;HERRAMIENTAS DE MANO
252;27113103; TORNOS;HERRAMIENTAS DE MANO
253;27113104; ESTACA PULLERS;HERRAMIENTAS DE MANO
254;27113201; CONJUNTOS GENERALES DE HERRAMIENTAS;HERRAMIENTAS DE MANO
255;27113202; KIT DE HERRAMIENTAS PARA AJUSTAR COJINETE;HERRAMIENTAS DE MANO
256;27113203; KIT DE HERRAMIENTA PARA COMPUTADORES;HERRAMIENTAS DE MANO
257;27113204; KITS DE ELECTRICISTA;HERRAMIENTAS DE MANO
258;27113205; CINTURON PORTA HERRAMIENTAS;HERRAMIENTAS DE MANO
259;27121501; RESORTES DE RETORNO A PRESION;MAQUINARIA Y EQUIPO HIDRAULICO
260;27121502; BASTIDORES DE PRENSA HIDRAULICA;MAQUINARIA Y EQUIPO HIDRAULICO
261;27121503; COLUMNAS DE PRENSA HIDRAULICA;MAQUINARIA Y EQUIPO HIDRAULICO
262;27121601; PISTONES DE CILINDRO;MAQUINARIA Y EQUIPO HIDRAULICO
263;27121602; CILINDROS HIDRAULICOS;MAQUINARIA Y EQUIPO HIDRAULICO
264;27121603; VASTAGOS DE PISTON DE CILINDRO HIDRAULICO;MAQUINARIA Y EQUIPO HIDRAULICO
265;27121604; KITS DE REPARACION DE CILINDRO HIDRAULICO O SUS COMPONENTES;MAQUINARIA Y EQUIPO HIDRAULICO
266;27121605; CUERPOS DE CILINDRO HIDRAULICO;MAQUINARIA Y EQUIPO HIDRAULICO
267;27121606; SOPORTES DE MONTAJE PARA CILINDROS HIDRAULICOS;MAQUINARIA Y EQUIPO HIDRAULICO
268;27121701; CONECTORES HIDRAULICOS RAPIDOS;MAQUINARIA Y EQUIPO HIDRAULICO
269;27121702; INJERTOS O INJERTOS DOBLES HIDRAULICOS;MAQUINARIA Y EQUIPO HIDRAULICO
270;27121703; ABRAZADERAS. ANILLOS O VIROLAS;MAQUINARIA Y EQUIPO HIDRAULICO
271;27121704; UNIONES HIDRAULICAS;MAQUINARIA Y EQUIPO HIDRAULICO
272;27121705; CODOS HIDRAULICOS O DE COMPRESION;MAQUINARIA Y EQUIPO HIDRAULICO
273;27121706; TUERCAS DE ABRAZADERA. DE VIROLA;MAQUINARIA Y EQUIPO HIDRAULICO
274;27121707; CONECTORES DE PLIEGUE;MAQUINARIA Y EQUIPO HIDRAULICO
275;27126101; ELEVADORES DE TAPAS DE REGISTRO;MAQUINARIA Y EQUIPO HIDRAULICO
276;27126102; ACUMULADORES HIDRAULICOS;MAQUINARIA Y EQUIPO HIDRAULICO
277;27131501; LLAVES DE IMPACTO NEUMATICO;MAQUINARIA Y EQUIPO NEUMATICO
278;27131502; PISTOLA DE AIRE COMPRIMIDO;MAQUINARIA Y EQUIPO NEUMATICO
279;27131504; MARTILLO DE NEUMATICOS;MAQUINARIA Y EQUIPO NEUMATICO
280;27131505; TALADRO NEUMATICO;MAQUINARIA Y EQUIPO NEUMATICO
281;27131506; EMBUTIDORES DE CLAVOS NEUMATICOS;MAQUINARIA Y EQUIPO NEUMATICO
282;27131507; MAQUINAS DE LIJADO NEUMATICAS;MAQUINARIA Y EQUIPO NEUMATICO
283;27131508; MOTORES NEUMATICOS;MAQUINARIA Y EQUIPO NEUMATICO
284;27131509; ACUMULADORES NEUMATICOS;MAQUINARIA Y EQUIPO NEUMATICO
285;27131510; ACUMULADOR DE DEPOSITOS O BOLSAS;MAQUINARIA Y EQUIPO NEUMATICO
286;27131511; RECTIFICADORAS NEUMATICAS;MAQUINARIA Y EQUIPO NEUMATICO
287;27131512; DESTORNILLADOR NEUMATICO;MAQUINARIA Y EQUIPO NEUMATICO
288;27131601; MULTIPLES DE AIRE;MAQUINARIA Y EQUIPO NEUMATICO
289;27131603; REGULADORES DE AIRE;MAQUINARIA Y EQUIPO NEUMATICO
290;27131604; LUBRIFICADORES NEUMATICOS;MAQUINARIA Y EQUIPO NEUMATICO
291;27131605; CORTINA DE AIRE;MAQUINARIA Y EQUIPO NEUMATICO
292;27131608; CONOS O ALMOHADILLAS DE VACIO;MAQUINARIA Y EQUIPO NEUMATICO
293;27131609; SILENCIADORES NEUMATICOS;MAQUINARIA Y EQUIPO NEUMATICO
294;27131610; KITS DE REPARACION DEL ENGRASADOR O EL REGULADOR;MAQUINARIA Y EQUIPO NEUMATICO
295;27131613; ACOPLAMIENTO NEUMATICO;MAQUINARIA Y EQUIPO NEUMATICO
296;27131614; ADAPTADORES NEUMATICOS;MAQUINARIA Y EQUIPO NEUMATICO
297;27131701; CILINDROS NEUMATICOS;MAQUINARIA Y EQUIPO NEUMATICO
298;27131702; ACCESORIOS DE VASTAGO DE CILINDRO NEUMATICO;MAQUINARIA Y EQUIPO NEUMATICO
299;27131703; PISTONES DE CILINDRO NEUMATICO;MAQUINARIA Y EQUIPO NEUMATICO
300;27131704; VASTAGOS DE PISTON DE CILINDRO NEUMATICO;MAQUINARIA Y EQUIPO NEUMATICO
301;27131705; CUERPO DE CILINDRO NEUMATICO;MAQUINARIA Y EQUIPO NEUMATICO
302;27131706; CAPACETES DE CILINDRO NEUMATICO;MAQUINARIA Y EQUIPO NEUMATICO
303;27131707; KITS DE REPARACION DE CILINDRO NEUMATICO O SUS COMPONENTES;MAQUINARIA Y EQUIPO NEUMATICO
304;27131708; SOPORTES DE MONTAJE PARA CILINDROS NEUMATICOS;MAQUINARIA Y EQUIPO NEUMATICO
305;27131709; ANILLOS AMORTIGUADORES DE CILINDRO NEUMATICO;MAQUINARIA Y EQUIPO NEUMATICO
306;27141001; HERRAMIENTAS DE RECORTE O MOLDEO;HERRAMIENTAS ESPECIALIZADAS DE AUTOMOTORES
307;27141101; EXTRACTOR DEL VOLANTE;HERRAMIENTAS ESPECIALIZADAS DE AUTOMOTORES
308;39111518; LUZ. LAMPARA DE MANO O DE EXTENSION;ILUMINACION. ARTEFACTOS Y ACCESORIOS
309;39111702; LINTERNAS. LAMPARAS PORTATILES;ILUMINACION. ARTEFACTOS Y ACCESORIOS
310;39121007; CONVERSORES DE FRECUENCIA;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
311;39121008; CONVERSORES DE SEÑALES;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
312;39121009; REGULADORES DE POTENCIA;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
313;39121010; BOBINAS MAGNETICAS;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
314;39121105; SISTEMAS DE CONMUTADORES;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
315;39121201; ESCALERILLAS PORTACABLES;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
316;39121202; CANALIZACION ELECTRICA;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
317;39121203; CONDUCTOS ELECTRICOS;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
318;39121204; CABLES AEREOS;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
319;39121205; CANALETAS PARA CABLES;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
320;39121206; CERRAMIENTOS DE BARRAS COLECTORAS;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
321;39121207; CONDUCTOS PARA CABLES;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
322;39121301; CERRAMIENTOS DEL PANEL DE CONTROL O  DISTRIBUCION;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
323;39121302; PLACAS O TAPAS CIEGAS O DE CERRAMIENTOS;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
324;39121303; CAJAS ELECTRICAS;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
325;39121304; TAPAS. CUBIERTAS DE CAJAS ELECTRICAS;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
326;39121305; CAJAS A PRUEBA DE INTEMPERIE;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
327;39121306; CAJAS DE CONMUTADORES;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
328;39121307; CAJAS DE SUELO;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
329;39121308; CAJAS DE TOMA DE CORRIENTE;EQUIPOS. SUMINISTROS Y COMPONENTES ELECTRICOS
